service_at_location_id,organization_id,service_id,location_id,organization_name,service_name,location_name,organization_description,service_description,address_street,city,county,state,postal_code,latitude,longitude,taxonomy_codes,taxonomy_terms,data_owner,status,application_process
211onedegr-10347_211onedegr-6917,211onedegr-2879,211onedegr-10347,211onedegr-6917,Sds Hope House,Get Housing For Women Survivors Of Human Trafficking,Sds Hope House,SDS Hope House provides safe housing for women survivors of human trafficking and commercial sex work.,"SDS Hope House provides safe housing for women transitioning out of emergency housing. Resident services include counseling and therapy, ESL classes, computer classes, job training, employment assistance, health and wellness training and translation/language support. Clients must be referred to the program.",P.o. Box 6352,Oceanside,,CA,92054,33.18895,-117.3641,BH-1800.1500-100,Domestic Violence Shelters,211onedegree,,Email to make a referral.
211tularec-27359949,211tularec-27359921,211tularec-27359949,211tularec-27359949,Operation Homefront,Transitional Housing Program,Transitional Housing Program,"Builds strong, stable, and secure military families through emergency financial assistance, housing, and recurrent family support programs. Must apply online.",Provides transitional housing for wounded military service men and women.,,Oceanside,San Diego,CA,,33.19587,-117.379483,BH-8600,Transitional Housing/Shelter,211tularecounty,,Apply online
211onedegr-6399_211onedegr-23241,211onedegr-1935,211onedegr-6399,211onedegr-23241,Fisher House Foundation,Get Access To A Free Hotel Stay For Wounded Service Members And Their Families,Fisher House Camp Pendleton,"Fisher House Foundation provides temporary housing to bring military family members together during hospitalization for an illness, disease, or injury. Fisher House collaborates with other organizations to provide scholarships to military family members.","The Hotels for Heroes program provides hotel rooms to the families of wounded, injured, and ill military service members who are undergoing treatment at authorized medical centers when a Fisher House is not available.","Building 2014, San Jacinto Road",Oceanside,,CA,92058,33.22643,-117.3872,BH-1800.8500,Homeless Shelter,211onedegree,,"Call for more information on eligibility, and how to receive services."
211onedegr-8925_211onedegr-14558,211onedegr-19,211onedegr-8925,211onedegr-14558,Healthright 360,Get Help With A Housing Search,North County Serenity House,"HealthRIGHT 360 provides primary medical care, mental health services, substance use disorder treatment, social support and re-entry services, dental, and more.","Healthright 360 provides help finding housing, transitional housing facilities, and sober living facilities, by providing a workshop and intensive individual housing counseling.",1341 N. Escondido Blvd.,Escondido,,CA,92026,33.14026,-117.0928,BH-8600,Transitional Housing/Shelter,211onedegree,,Call for more information on housing search services.
211seattle-24697-11756,211seattle-10353,211seattle-24697,211seattle-11756,Fairfield,Senior Affordable Housing Offered By Fairfield,Fairfield,Manages affordable apartment housing throughout King County and western Washington for age and income qualified older adults.,Offers affordable apartment housing throughout King County and Western Washington for age and income qualified older adults. Eligibility and cost varies based on property.,"5355 Mira Sorrento Place, Suite 100",San Diego,San Diego,CA,92121,32.8943,-117.2036,BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,211seattle,,Call to schedule an appointment for a tour and to check on availability. Visit website for more information about each property.
211provide-72168355,211provide-72151579,211provide-72161617,211provide-72154860,Fairfield Residential,Fairfield Residential Income Restricted Housing,Fairfield Residential,Fairfield Residential is a property management firm.,"Fairfield Residential Income Restricted Housing provides income restricted housing to individuals and families.Income Restricted Housing is provided at the following location:Sutterfield Apartments, 12 South Lane, Providence, RI 02904 (LIHTC Development)University Heights Apartments, 99 Roger Williams Green, Providence, RI 02904 (HUD, LIHTC Development)","5355 Mira Sorrento Place, Suite 100",Providence,Providence,RI,92121,32.89421,-117.2035,BH-7000.4600-450,Low Income/Subsidized Private Rental Housing,211providence,,Call for information
211onedegr-6399_211onedegr-23244,211onedegr-1935,211onedegr-6399,211onedegr-23244,Fisher House Foundation,Get Access To A Free Hotel Stay For Wounded Service Members And Their Families,Naval Medical Center San Diego,"Fisher House Foundation provides temporary housing to bring military family members together during hospitalization for an illness, disease, or injury. Fisher House collaborates with other organizations to provide scholarships to military family members.","The Hotels for Heroes program provides hotel rooms to the families of wounded, injured, and ill military service members who are undergoing treatment at authorized medical centers when a Fisher House is not available.","34800 Bob Wilson Dr., Bldg 46",San Diego,,CA,92134,32.72792,-117.1457,BH-1800.8500,Homeless Shelter,211onedegree,,"Call for more information on eligibility, and how to receive services."
211onedegr-10320_211onedegr-6904,211onedegr-1083,211onedegr-10320,211onedegr-6904,California Rural Legal Assistance,Get Legal Advice On Housing And Eviction Issues,Vista Office,California Rural Legal Assistance (CRLA) offers a variety of services and programs to low-income communities throughout California.,"CRLA provides a wide range housing protection including: Foreclosure and eviction defense, housing discrimination, sub-standard housing, farmworker housing, lockout and utility shut-offs by landlords and rent deposit refunds.","640 Civic Center Drive, Suite #108",Vista,,CA,92084,33.1972,-117.2335,FT-3200,General Legal Aid,211onedegree,,
211orangec-71622558,211orangec-8630189,211orangec-17211749,211orangec-71615267,United States Department Of Veterans Affairs,Disability Housing Grants For Veterans,San Diego Regional Office,"Federal government agency that provides health care, benefits, and services for United States veterans and their dependents.",Offers housing grants for Veterans and service members with certain service-connected disabilities. Veterans and service members use the grants to buy or change a home to meet their needs and live independently.,8810 Rio San Diego Drive,San Diego,San Diego,CA,92108,32.777,-117.141,BH-3000,Home Improvement/Accessibility,211orangecounty,,"Apply online at www.ebenefits.va.gov, Visit website to download application to complete by mail or call the main business line"
211onedegr-13229_211onedegr-19172,211onedegr-2369,211onedegr-13229,211onedegr-19172,The Salvation Army Of Southern California,Get Help With Finding Long Term Housing,Door Of Hope,"The Salvation Army of Southern California provides services to those in need from San Luis Obispo to Orange County at 40 separate sites. Its services include: drug and alcohol rehabilitation, disaster services, health services, homelessness support services, senior services, veteran services, and youth services.","Salvation Army's Bell Shelter, Door of Hope, Hope Harbor, Path to Prosperity, Santa Fe TLC, Ventura TLC, Westwood Village, and Zahn Memorial Center helps homeless families to find long term housing.",2799 Health Center Dr.,San Diego,,CA,92123,32.79387,-117.1567,BH-8600,Transitional Housing/Shelter,211onedegree,,Visit the link for more information about the nearest location and its contact information.
211onedegr-20925_211onedegr-24808,211onedegr-2154,211onedegr-20925,211onedegr-24808,Lutheran Social Services - Central City Lutheran Mission (CCLM),Get Help Applying For Public Benefits,Lutheran Social Services Of Southern California (SAN DIEGO COUNTY),Lutheran Social Services - Central City Lutheran Mission (CCLM) provides emergency services and social services to individuals and families.,"The Referral Services program helps clients get access to healthcare, food, shelter, childcare, and education resources, including applying for MediCal insurance and CalFresh.",4425 Bannock Avenue,San Diego,,CA,92117,32.83263,-117.1967,LH-3500.2500,General Health Insurance Information/Counseling,211onedegree,,Call to request services.
211onedegr-20896_211onedegr-15808,211onedegr-2156,211onedegr-20896,211onedegr-15808,Lutheran Social Services - San Diego,Get Help Applying For Public Benefits,Lutheran Social Services - San Diego,Lutheran Social Services - San Diego offers emergency services and social services to individuals and families.,"The Referral Services program helps clients get access to healthcare, food, shelter, childcare, and education resources, including applying for MediCal insurance and CalFresh.",4425 Bannock Ave.,San Diego,,CA,94227,32.83263,-117.1967,LH-3500.2500,General Health Insurance Information/Counseling,211onedegree,,Email for more information.
211onedegr-21463_211onedegr-19550,211onedegr-6230,211onedegr-21463,211onedegr-19550,Al Otro Lado,"Attend A Border Rights Clinic In Tijuana, Mexico",Tijuana Mailing Address,"Al Otro Lado is a bi-national organization that serves deportees, migrants, and refugees in Tijuana, Mexico with free immigration assistance. The company is composed of professionals that specialize in family, labor, employment, and criminal law.","Al Otro Lado offers Border Rights Clinics in various migrant worker shelters across Tijuana, Mexico. The company's legal aid volunteers provide information about legal searches, detainment, how documentation differs depending on status, etc.","511 E. San Ysidro Blvd., #333",San Ysidro,,CA,92173,32.55006,-117.0359,FT-3600,Immigration/Naturalization Legal Services,211onedegree,,Call to find out where the next clinic will be held.
